SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,02,43,0,0.00,43,100.00,6,13.95,37,86.05,26,60.47,17,39.53,0,0.00,0,0.00,42,97.67,0,0.00,1,2.33,0,0.00,0,0.00,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,03,38,0,0.00,38,100.00,3,7.89,35,92.11,17,44.74,21,55.26,0,0.00,0,0.00,36,94.74,1,2.63,0,0.00,0,0.00,1,2.63,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,04,40,0,0.00,40,100.00,3,7.50,37,92.50,20,50.00,20,50.00,0,0.00,0,0.00,40,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,05,39,0,0.00,39,100.00,5,12.82,34,87.18,20,51.28,19,48.72,0,0.00,0,0.00,37,94.87,1,2.56,1,2.56,0,0.00,0,0.00,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,06,50,0,0.00,50,100.00,11,22.00,39,78.00,24,48.00,26,52.00,0,0.00,0,0.00,47,94.00,2,4.00,1,2.00,0,0.00,0,0.00,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,07,45,0,0.00,45,100.00,15,33.33,30,66.67,22,48.89,23,51.11,0,0.00,0,0.00,43,95.56,0,0.00,1,2.22,0,0.00,1,2.22,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,08,60,1,1.67,59,98.33,13,21.67,47,78.33,26,43.33,34,56.67,0,0.00,0,0.00,58,96.67,1,1.67,0,0.00,1,1.67,0,0.00,
2021-2022,District,District,1460,Add B. Anderson School,Acceleration,All Grades,403,5,1.24,398,98.76,58,14.39,345,85.61,207,51.36,196,48.64,1,0.25,0,0.00,389,96.53,5,1.24,5,1.24,1,0.25,2,0.50,100.00
2021-2022,District,District,1470,Alain Locke School,Network 2,00,41,0,0.00,41,100.00,1,2.44,40,97.56,23,56.10,18,43.90,0,0.00,3,7.32,28,68.29,5,12.20,3,7.32,0,0.00,2,4.88,
2021-2022,District,District,1470,Alain Locke School,Network 2,01,33,2,6.06,31,93.94,3,9.09,30,90.91,17,51.52,16,48.48,0,0.00,3,9.09,26,78.79,3,9.09,1,3.03,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,02,40,3,7.50,37,92.50,11,27.50,29,72.50,13,32.50,27,67.50,1,2.50,4,10.00,33,82.50,2,5.00,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,03,42,2,4.76,40,95.24,12,28.57,30,71.43,22,52.38,20,47.62,0,0.00,3,7.14,36,85.71,1,2.38,2,4.76,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,04,37,3,8.11,34,91.89,12,32.43,25,67.57,15,40.54,22,59.46,0,0.00,2,5.41,30,81.08,4,10.81,0,0.00,1,2.70,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,05,54,6,11.11,48,88.89,15,27.78,39,72.22,27,50.00,27,50.00,0,0.00,5,9.26,45,83.33,2,3.70,2,3.70,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,06,28,0,0.00,28,100.00,10,35.71,18,64.29,15,53.57,13,46.43,1,3.57,1,3.57,22,78.57,2,7.14,2,7.14,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,07,34,3,8.82,31,91.18,11,32.35,23,67.65,21,61.76,13,38.24,0,0.00,3,8.82,28,82.35,2,5.88,1,2.94,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,08,24,3,12.50,21,87.50,7,29.17,17,70.83,14,58.33,10,41.67,0,0.00,2,8.33,20,83.33,2,8.33,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1470,Alain Locke School,Network 2,All Grades,333,22,6.61,311,93.39,82,24.62,251,75.38,167,50.15,166,49.85,2,0.60,26,7.81,268,80.48,23,6.91,11,3.30,1,0.30,2,0.60,100.00
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,00,27,1,3.70,26,96.30,1,3.70,26,96.30,11,40.74,16,59.26,0,0.00,1,3.70,22,81.48,3,11.11,1,3.70,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,01,28,2,7.14,26,92.86,3,10.71,25,89.29,19,67.86,9,32.14,0,0.00,0,0.00,24,85.71,4,14.29,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,02,36,0,0.00,36,100.00,5,13.89,31,86.11,17,47.22,19,52.78,0,0.00,0,0.00,35,97.22,0,0.00,1,2.78,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,03,35,0,0.00,35,100.00,4,11.43,31,88.57,18,51.43,17,48.57,0,0.00,0,0.00,33,94.29,2,5.71,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,04,37,1,2.70,36,97.30,3,8.11,34,91.89,15,40.54,22,59.46,0,0.00,0,0.00,36,97.30,1,2.70,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,05,36,0,0.00,36,100.00,7,19.44,29,80.56,21,58.33,15,41.67,0,0.00,0,0.00,34,94.44,1,2.78,1,2.78,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,06,39,0,0.00,39,100.00,15,38.46,24,61.54,15,38.46,24,61.54,0,0.00,0,0.00,35,89.74,3,7.69,1,2.56,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,07,44,1,2.27,43,97.73,13,29.55,31,70.45,19,43.18,25,56.82,0,0.00,0,0.00,42,95.45,2,4.55,0,0.00,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,08,50,0,0.00,50,100.00,18,36.00,32,64.00,25,50.00,25,50.00,0,0.00,0,0.00,44,88.00,2,4.00,4,8.00,0,0.00,0,0.00,
2021-2022,District,District,1490,Rudolph Blankenburg School,Acceleration,All Grades,332,5,1.51,327,98.49,69,20.78,263,79.22,160,48.19,172,51.81,0,0.00,1,0.30,305,91.87,18,5.42,8,2.41,0,0.00,0,0.00,100.00
2021-2022,District,District,1580,Middle Years Alternative School,Network 2,06,57,1,1.75,56,98.25,15,26.32,42,73.68,29,50.88,28,49.12,0,0.00,3,5.26,49,85.96,4,7.02,1,1.75,0,0.00,0,0.00,
2021-2022,District,District,1580,Middle Years Alternative School,Network 2,07,73,4,5.48,69,94.52,13,17.81,60,82.19,40,54.79,33,45.21,0,0.00,4,5.48,63,86.30,4,5.48,1,1.37,0,0.00,1,1.37,
2021-2022,District,District,1580,Middle Years Alternative School,Network 2,08,77,8,10.39,69,89.61,18,23.38,59,76.62,34,44.16,43,55.84,0,0.00,11,14.29,59,76.62,3,3.90,2,2.60,0,0.00,2,2.60,
2021-2022,District,District,1580,Middle Years Alternative School,Network 2,All Grades,207,13,6.28,194,93.72,46,22.22,161,77.78,103,49.76,104,50.24,0,0.00,18,8.70,171,82.61,11,5.31,4,1.93,0,0.00,3,1.45,100.00
2021-2022,District,District,2000,South Philadelphia High School,Network 13,09,194,38,19.59,156,80.41,53,27.32,141,72.68,70,36.08,115,59.28,0,0.00,19,9.79,83,42.78,61,31.44,8,4.12,0,0.00,14,7.22,
2021-2022,District,District,2000,South Philadelphia High School,Network 13,10,150,38,25.33,112,74.67,58,38.67,92,61.33,64,42.67,86,57.33,0,0.00,16,10.67,72,48.00,46,30.67,6,4.00,0,0.00,9,6.00,
2021-2022,District,District,2000,South Philadelphia High School,Network 13,11,134,45,33.58,89,66.42,41,30.60,93,69.40,57,42.54,77,57.46,0,0.00,19,14.18,60,44.78,43,32.09,1,0.75,1,0.75,10,7.46,
2021-2022,District,District,2000,South Philadelphia High School,Network 13,12,160,48,30.00,112,70.00,64,40.00,96,60.00,71,44.38,89,55.63,0,0.00,28,17.50,78,48.75,32,20.00,7,4.38,0,0.00,15,9.38,
2021-2022,District,District,2000,South Philadelphia High School,Network 13,All Grades,638,169,26.49,469,73.51,216,33.86,422,66.14,262,41.07,367,57.52,0,0.00,82,12.85,293,45.92,182,28.53,22,3.45,1,0.16,48,7.52,100.00
2021-2022,District,District,2010,Benjamin Franklin High School,Network 4,09,240,35,14.58,205,85.42,85,35.42,155,64.58,90,37.50,150,62.50,0,0.00,3,1.25,170,70.83,47,19.58,15,6.25,1,0.42,4,1.67,
2021-2022,District,District,2010,Benjamin Franklin High School,Network 4,10,129,18,13.95,111,86.05,50,38.76,79,61.24,34,26.36,95,73.64,0,0.00,6,4.65,101,78.29,17,13.18,2,1.55,0,0.00,3,2.33,
2021-2022,District,District,2010,Benjamin Franklin High School,Network 4,11,91,7,7.69,84,92.31,36,39.56,55,60.44,28,30.77,63,69.23,0,0.00,1,1.10,72,79.12,14,15.38,3,3.30,0,0.00,1,1.10,
2021-2022,District,District,2010,Benjamin Franklin High School,Network 4,12,75,6,8.00,69,92.00,33,44.00,42,56.00,24,32.00,51,68.00,0,0.00,3,4.00,56,74.67,8,10.67,6,8.00,0,0.00,2,2.67,
2021-2022,District,District,2010,Benjamin Franklin High School,Network 4,All Grades,535,66,12.34,469,87.66,204,38.13,331,61.87,176,32.90,359,67.10,0,0.00,13,2.43,399,74.58,86,16.07,26,4.86,1,0.19,10,1.87,100.00
2021-2022,District,District,2020,High School for Creative and Performing Arts,Network 1,09,193,7,3.63,186,96.37,13,6.74,180,93.26,159,82.38,34,17.62,0,0.00,12,6.22,102,52.85,24,12.44,5,2.59,1,0.52,49,25.39,
2021-2022,District,District,2020,High School for Creative and Performing Arts,Network 1,10,176,3,1.70,173,98.30,7,3.98,169,96.02,137,77.84,39,22.16,0,0.00,5,2.84,77,43.75,21,11.93,16,9.09,0,0.00,57,32.39,
2021-2022,District,District,2020,High School for Creative and Performing Arts,Network 1,11,198,5,2.53,193,97.47,6,3.03,192,96.97,150,75.76,48,24.24,0,0.00,19,9.60,92,46.46,28,14.14,14,7.07,0,0.00,45,22.73,
2021-2022,District,District,2020,High School for Creative and Performing Arts,Network 1,12,188,3,1.60,185,98.40,7,3.72,181,96.28,134,71.28,54,28.72,0,0.00,11,5.85,91,48.40,26,13.83,5,2.66,0,0.00,55,29.26,
2021-2022,District,District,2020,High School for Creative and Performing Arts,Network 1,All Grades,755,18,2.38,737,97.62,33,4.37,722,95.63,580,76.82,175,23.18,0,0.00,47,6.23,362,47.95,99,13.11,40,5.30,1,0.13,206,27.28,74.17
2021-2022,District,District,2050,Science Leadership Academy Middle School,Innovation,05,81,3,3.70,78,96.30,12,14.81,69,85.19,27,33.33,54,66.67,0,0.00,6,7.41,52,64.20,3,3.70,3,3.70,0,0.00,17,20.99,
2021-2022,District,District,2050,Science Leadership Academy Middle School,Innovation,06,92,0,0.00,92,100.00,7,7.61,85,92.39,43,46.74,49,53.26,0,0.00,5,5.43,53,57.61,6,6.52,8,8.70,0,0.00,20,21.74,
2021-2022,District,District,2050,Science Leadership Academy Middle School,Innovation,07,90,0,0.00,90,100.00,14,15.56,76,84.44,39,43.33,51,56.67,1,1.11,6,6.67,61,67.78,3,3.33,5,5.56,0,0.00,14,15.56,
